branch-load-misses,branch-misses,iTLB-load-misses,dTLB-load-misses,dTLB-store-misses,L1-icache-load-misses,L1-dcache-load-misses,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.all_demand_miss,l2_rqsts.demand_data_rd_miss,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.rfo_miss,cache-misses,LLC-load-misses,LLC-store-misses,l1d_pend_miss.l2_stall,l2_rqsts.swpf_miss,CPI
3150129,3170141,2387,102600,427,670327,1062047,70674360,33770,342643,295570,60793466,30555,3553,712152,186333,446,19739,0,1.81
2638892,2654077,2440,115686,276,433256,1016186,70340251,32776,279416,217897,46892541,24312,3433,577386,159292,545,18609,0,1.97
2875749,2897946,1185,92498,372,662373,962386,56347791,30355,233916,196980,51679689,28180,3856,702045,188344,568,21655,0,1.95
2955619,2984129,1196,93527,598,744945,956473,58126250,28472,258850,235047,55975211,27699,3980,696893,192853,736,22886,0,1.82
3193188,3230106,1502,95608,355,718705,978677,63181078,33548,310763,264186,58331939,31003,4569,640768,183285,715,20174,0,1.78
2871287,2858389,2139,107872,397,563433,1088574,69279770,46552,264490,205440,69242340,43010,4863,759615,219053,654,18643,0,1.72
3202928,3264920,1343,99473,322,634986,1017035,60045019,32706,268409,245467,63279729,32961,4230,792070,217537,452,23944,0,1.76
2741868,2769292,1665,101356,498,657547,977652,62292150,35287,293279,267527,59569783,30464,4344,753595,195841,417,22812,0,1.74
3013449,3046818,1742,94256,331,567436,873182,58999405,32043,256499,222006,56011998,28091,4132,689314,198140,563,21564,0,1.83
3209247,3205745,1176,86053,356,619590,909123,56031293,24954,241639,217498,54959370,28545,3755,676840,188106,711,22700,0,1.78
3406191,3431279,1552,103501,318,622147,1058055,82841170,32786,287144,250229,64820967,26214,4054,785562,235158,457,20684,0,1.79
3359929,3393601,1589,102148,338,529621,1064486,74509699,32450,279336,231722,75138569,31358,4700,767079,225359,698,23979,0,1.78
3365839,3334896,1803,103978,305,499200,967738,60031021,26147,270752,258072,63030164,30547,4017,770032,203634,401,18212,0,1.79
3456053,3513477,1560,93920,410,558052,849044,71937721,28543,261300,236107,61299505,25055,3401,717209,197423,632,16498,0,1.83
3356011,3321992,1796,92752,376,715273,829925,64234078,29968,270716,236776,65984220,31390,3837,747382,207475,768,21876,0,1.87
3355636,3386511,1251,96019,376,635225,895477,66396039,27465,248983,222894,58231939,26937,3585,699711,194302,351,17740,0,1.85
3387886,3407474,1113,100508,393,588778,1054680,76314973,30194,272252,234952,59650032,26446,3422,703475,208422,401,19914,0,1.85
3455412,3486767,2101,100047,355,468030,999431,76177830,39682,299831,251793,79295643,31355,4891,837499,233468,396,18927,0,1.86
3050138,3069050,1766,100568,326,525571,998885,75610277,28021,310116,286397,70823290,32461,4057,848939,229182,432,19557,0,1.83
3445517,3399338,1355,85714,305,512843,875101,71957142,26649,265019,229444,62384008,28015,3671,725978,209452,341,17991,0,1.8
3304799,3272894,2189,109862,774,461452,1021198,85743241,35073,310797,264974,69205776,29933,4365,871999,243582,477,24481,0,1.82
3497555,3460052,1728,102869,342,480380,1009799,78884928,28272,286987,255791,64768656,30216,4092,770037,211040,562,19996,0,1.84
3519544,3499750,1950,104821,397,559034,981112,67395341,26355,279860,270825,71255991,36276,4132,814827,218744,567,19729,0,1.82
3226162,3194886,2233,97589,288,480760,1104422,81212880,40392,319749,280169,89251450,35131,4337,878802,241209,717,20968,0,1.8
3163716,3118606,2072,105649,360,448256,952947,85874252,38216,290384,246414,66432227,33371,4442,817743,236783,492,20748,0,1.77
3192161,3165510,1486,80971,314,702993,904500,71419717,33381,310079,279141,72209330,32382,3761,842281,230737,366,17210,0,1.77
3140296,3135769,1762,104686,284,681139,1118807,82533275,38311,338244,295126,66555618,31867,3875,807130,213298,331,20021,0,1.81
2871773,2840701,1754,101310,431,1110795,953578,76271523,33396,289985,269184,71254200,40162,4995,898320,247913,829,19563,0,1.84
3325535,3285196,1891,114082,272,739827,1109104,76092630,35896,296778,269398,68141401,31200,3534,782340,205615,396,21257,0,1.72
3237090,3210384,1774,106406,368,685071,1095698,76862136,40009,282124,248386,61607438,28704,3094,733378,214347,482,20798,0,1.87
2991573,2976228,1669,97668,381,645578,1017139,77884997,36233,315381,276434,66393962,37156,3975,819667,226488,427,17342,0,1.9
2768294,2836889,1821,101532,385,780655,1083428,77412355,42750,336505,282650,66429493,36305,3975,772217,213915,728,19892,0,1.75
3558075,3495267,1456,92559,301,795177,1057790,77713112,34911,291175,253590,66357402,31311,4226,808039,223472,507,15433,0,1.76
3476702,3404240,1572,95012,372,704636,1014935,75185453,36454,281984,243502,62842757,33471,4349,734755,205545,723,21995,0,1.8
3306560,3219886,2017,106847,326,666656,1092326,75997227,44840,308382,268342,67429181,28890,4736,815803,229604,763,18636,0,1.79
3431795,3376338,1878,108065,305,679884,1111710,87514851,40182,318134,270666,66613210,35584,4356,885108,252819,441,19322,0,1.72
3473404,3427289,1376,97901,268,722732,992773,74128482,36509,273049,240398,64697564,31257,3756,787446,220055,517,20975,0,1.8
3362807,3322900,1405,98193,276,684942,1025294,80188879,37793,273568,249004,65867876,32816,3529,753257,206151,507,20419,0,1.8
3444539,3388905,1527,101030,301,740900,1019589,82736939,39707,303849,255089,65507414,35705,3787,821113,234664,316,20202,0,1.79
3217331,3189875,1234,102807,309,770557,1063948,76360807,41981,293367,234274,67336464,38789,4715,807894,227223,547,18309,0,1.8
3392113,3386319,1735,103221,573,685875,975295,88022230,50542,272035,223312,74032835,33944,3890,816007,244605,637,22504,0,1.76
3504050,3426427,1426,108109,288,627738,1075717,80552140,33139,321729,265544,67682557,35985,3803,755696,211518,617,22237,0,1.87
3514586,3539554,1584,96955,351,632037,1059356,67641671,42433,294120,257033,81629787,37293,4079,840737,238794,763,18897,0,1.74
3673141,3640263,1743,100623,318,665592,1059618,69695495,39092,312254,273109,85325340,36703,4281,872102,244595,542,19422,0,1.74
3571257,3557889,2002,104486,301,650553,1014751,75136665,42338,304878,259297,72412078,33378,4580,794472,235610,828,21394,0,1.74
3691924,3679724,2095,96745,355,668182,1074173,64730135,37247,264224,225015,67773843,40016,4495,750837,217319,692,19006,0,1.79
3493607,3476797,1586,107261,272,756990,1003321,71340491,37948,269172,230767,71999506,35700,4202,762440,227959,406,21990,0,1.76
3645448,3616922,2154,98087,359,792796,958206,81344196,50035,291150,239944,73686821,39401,4091,731918,208610,753,18594,0,1.8
3599927,3584461,1723,91066,301,759763,960230,83349248,45151,262216,224081,69185434,36039,4550,715167,220361,567,20173,0,1.79
3213115,3242017,2234,103341,288,739820,982560,89694902,49501,321166,283629,84160979,35702,5618,866480,245138,512,19455,0,1.82
3174092,3195662,2012,102527,330,709865,958883,83656819,53921,292377,262326,77782541,33833,3945,796837,221652,532,20269,0,1.77
3384853,3331577,2121,104568,405,1118013,954392,94896090,57658,319729,269835,84867555,40193,4388,901069,254969,482,22328,0,1.76
3261712,3272221,1192,121147,409,783640,1007836,90895140,42627,304376,271239,78785379,39068,4336,848320,235111,411,16894,0,1.71
3204346,3154239,1058,123643,313,724344,1023644,95449324,44773,301598,264794,79606902,34341,3847,820597,222245,446,20300,0,1.77
3156949,3153665,1150,123392,317,685358,1035868,96879260,45772,340870,299730,84078643,44857,4211,994743,274141,552,17920,0,1.74
3193173,3154526,1423,118089,388,784092,917035,89670182,45079,307778,260674,74835660,40279,4273,788695,222166,653,21528,0,1.71
3319159,3293326,2011,124478,376,804102,992500,95370607,47024,331948,300788,84310130,35234,4562,910044,247881,883,23123,0,1.88
3183954,3176145,1397,121518,296,881664,925011,83614656,42360,302578,279029,81347514,41647,4205,916419,255151,929,18449,0,1.72
3051456,3049835,1578,122806,351,923677,942611,92540327,43690,324776,288025,83318839,35652,4281,897589,248880,461,22255,0,1.81
3073306,3039088,1389,121058,355,1000796,1027749,87197819,49964,327239,281766,82278286,32823,5479,937786,266102,1034,24115,0,1.71
3032313,3050970,1303,103998,402,1002183,999423,96274778,51371,314844,269849,78474872,36521,4142,898036,243848,477,20194,0,1.79
3217435,3200185,1238,109347,326,1008772,948596,81738870,45434,308734,274728,77590514,35912,4694,905450,251084,607,20890,0,1.82
3083717,3036909,1303,123842,439,966945,1019635,101917581,45662,337787,298016,83415015,34107,4889,936511,245528,1285,22010,0,1.8
3092299,3012519,1899,123710,317,1041811,989250,90353993,43642,309939,272368,76469390,40265,4964,924920,262061,868,20370,0,1.73
3166838,3096728,1854,118462,389,989106,974029,94105908,54835,320755,273385,76730563,36986,4431,904058,250822,567,22085,0,1.76
3064766,2960568,1531,126253,342,1152381,999444,90256076,52801,330571,285506,81102485,34174,5997,946031,255265,1460,22179,0,1.78
3053180,2988570,1833,116332,635,1104298,992454,88299726,51491,323505,274478,77846263,33993,4124,742741,177852,708,20467,0,1.83
3012335,2917953,1390,120328,422,1004204,1017006,87084560,50096,315085,276056,83468707,35526,4568,926329,246644,622,17636,0,1.82
3129861,3035296,1336,117699,305,989501,977387,91542403,52294,330998,288069,80846689,36276,4946,881660,235214,994,19634,0,1.8
3013922,2918639,1753,120515,313,1015526,1006002,90462740,53829,336695,286912,85137730,36613,4718,937812,261261,818,18236,0,1.79
2836553,2760704,1765,116369,397,809995,1024354,88409407,67535,376642,294422,106269950,50643,7336,1006978,294389,1938,18893,0,1.76
3075782,2919406,1722,122224,334,905331,1059018,98711959,66059,380257,308993,82906034,33084,4160,810677,221112,753,17593,0,1.78
3153699,3060762,1673,122082,514,995402,966109,85439270,54050,347066,297553,87111264,37078,4481,944331,261986,697,20254,0,1.75
3233436,3145648,1829,117630,439,1081227,1034115,85615523,56318,353747,289523,87557622,33647,6641,977990,281517,1370,19451,0,1.8
3119948,3070021,1652,110456,380,1073704,1049995,84924694,64023,357780,292507,88711056,31310,6988,953387,271190,1963,20653,0,1.74
3107858,3050526,1755,112669,451,1114909,1036067,84471353,53822,349114,283192,77406029,36750,7410,961315,283301,1969,22338,0,1.81
3212143,3186051,2032,129739,469,942340,1102220,89569193,55881,356095,285196,80836069,32469,7278,908422,263897,2615,29060,0,1.73
3214985,3195730,1771,127004,493,1050923,973657,76408785,54973,346026,283816,84221483,34049,6980,1012105,291980,1828,22022,0,1.74
3091586,3108802,1660,112757,427,906091,955504,84779458,53454,321738,264812,76105724,37584,6075,978619,286885,1270,18154,0,1.83
3065726,3061691,1787,110422,567,762787,943123,73355947,61917,332294,263077,84946332,38521,6244,895234,247064,984,22564,0,1.91
3272488,3249728,1793,118631,501,795610,994375,75000718,56875,310327,246522,92535641,45639,7229,903438,263304,1612,23187,0,1.74
3233230,3226189,1597,124862,505,818409,1007806,80894128,58678,329671,267300,95163960,39497,6001,955885,280425,1431,21393,0,1.76
3187093,3218645,1891,114555,489,880642,976488,70320352,56625,283248,226609,83778820,34599,5963,824407,227912,1255,19814,0,1.82
3202141,3179786,1339,115430,600,861243,1006117,76209251,52371,288366,225525,80802336,37357,5875,869183,242387,1511,19239,0,1.75
3159423,3148810,1392,103566,468,810653,867199,74230221,58760,308555,222865,78752678,35991,6649,884783,258700,1471,19909,0,1.88
3091559,3093761,1682,117659,616,841444,1050580,80313416,56140,316395,253738,90782291,38508,7108,977691,277318,1566,17683,0,1.82
3299200,3259485,1365,125691,418,867519,1093784,83474166,58084,350678,270735,91950288,36924,5436,867429,248291,1045,18520,0,1.8
3248846,3254926,1574,125064,1471,676049,1065001,81544525,51742,317372,243228,85122830,33863,5429,793723,246942,1586,21656,0,1.91
3165247,3186524,1399,112729,480,693950,1004849,82806179,47365,323342,252080,84311208,30254,5370,813696,250066,1416,20944,0,1.91
3135432,3119558,1629,107951,562,587145,1012123,85135940,47556,309690,245030,86215860,32803,5823,860684,252967,1542,18618,0,1.85
3233333,3180103,1419,112996,517,610813,890354,80956708,52644,307806,242489,92329559,36147,5371,896438,262082,1406,23837,0,1.85
3086760,3092147,1382,110353,516,550672,918601,73647420,45055,304986,249357,82463296,35473,4669,816823,239838,1321,22736,0,1.9
2979154,2930811,1530,123758,553,524388,947775,79819626,47210,301841,240373,83234323,31422,5301,848068,246902,1261,18962,0,1.78
3308946,3292528,1140,118383,758,693141,1002547,73044874,42409,309756,245769,85332929,39218,5328,811936,226752,1407,22501,0,1.8
3183583,3188005,1483,115446,840,648821,957602,82480739,55977,325261,259420,83772809,41384,4953,813308,232071,1159,19732,0,1.9
3391037,3349530,1361,107288,627,628323,1089433,68064941,43178,354509,283685,95102299,39847,5315,856848,252020,1060,20680,0,1.81
3293148,3264019,1268,116776,681,720391,981792,71049001,38541,300383,238016,81096845,43287,4786,814107,234451,1115,24171,0,1.78
3237687,3203581,1272,120418,504,677292,1093220,86508870,38037,339349,260398,85132140,40752,5541,870573,263318,1371,21705,0,1.82
3209346,3206446,1547,113328,492,611839,975990,75918229,38963,318091,255997,86291074,42947,5599,932344,277998,1597,20524,0,1.79
2912275,2926175,1832,119720,649,566523,992979,80509228,36864,321946,259731,88901344,44292,5642,932684,256805,1205,21181,0,1.82
3337400,3281173,2012,123251,566,634284,899526,73720771,39274,282392,226224,78029478,47963,6357,826270,235481,1989,18200,0,1.77
3204148,3205308,3327,111579,434,654085,982598,57810154,34928,305347,239868,82639812,39248,4705,793215,230672,1120,19502,0,1.79
3215644,3180409,1626,117396,476,601699,977643,75123347,35774,324634,273915,83568223,46290,6112,936119,253619,1411,18112,0,1.78
3067623,3110602,1658,108622,529,652793,936954,71632698,30936,267429,237646,82922100,47000,6550,817070,223398,1632,17768,0,2.02
3093277,3143618,1116,108554,381,559125,910244,70678431,38202,303987,238767,73602118,46919,7136,817336,238331,1903,17504,0,1.76
3407112,3398391,2303,106732,410,640651,964045,70457257,32448,279231,242980,82690322,49712,6863,826084,237922,1658,19039,0,1.9
3056476,3053369,1949,103125,615,665640,964180,72196530,31206,274144,239008,68994182,39572,7192,802500,245521,2572,17650,0,1.97
2723241,2850771,2391,101675,731,535915,1074855,58978048,39055,309467,242300,81073271,44534,4441,716087,218217,1180,20434,0,1.98
3105044,3129222,2097,101329,423,507611,972202,64618728,34370,282039,242004,67274268,41911,7024,811744,234073,2329,20248,0,1.83
3284359,3274129,1251,100639,431,553028,1056740,72715769,33383,301996,256789,76251687,43093,8369,846899,250836,2425,18934,0,1.77
3336446,3281429,1491,93540,675,542013,979505,64676445,31469,272886,211981,71317277,53744,9442,769695,248259,5772,22681,0,1.75
2898995,2883740,1904,99865,939,476498,993189,55374263,27913,252317,215879,68299334,46551,8130,739598,228133,4247,21441,0,1.95
3009056,3055110,2286,115114,426,443579,1006011,55754048,29177,264003,236687,76048722,43031,9149,849234,247465,3668,15176,0,1.76
3203794,3207184,1783,97445,410,563672,1052165,56271993,34174,316974,265539,78572702,36957,4818,819078,235058,1100,20512,0,1.83
3283770,3220549,1980,110390,459,613841,982480,49379757,36058,276985,236747,79867301,48338,10838,850994,260541,4924,17496,0,1.71
3271178,3282647,1616,105190,541,645777,950230,54705825,28394,266636,233293,76413589,46151,9413,848430,263250,4402,17839,0,1.76
3099747,3078079,1892,108163,574,582117,934004,52993297,29377,240708,207566,75010612,44934,8676,744997,218521,3734,19527,0,1.93
3557849,3576891,1272,106029,484,642571,964500,53505635,28433,231017,191916,63178394,45767,9541,769049,243923,3978,21837,0,1.7
3249113,3256788,1865,114025,756,661047,1035007,53178674,30954,275365,238910,79148303,47054,10700,870870,264879,4273,19753,0,1.74
3785594,3763863,1669,90565,402,551234,989401,60814588,45041,288570,230566,77390163,44349,5759,751786,217778,1200,21919,0,1.86
3688763,3699315,1456,102450,398,528500,991315,56832971,39489,256917,204527,71795761,55309,11332,779930,238622,5763,21801,0,1.78
3589560,3600255,1105,106099,570,626662,940571,48223766,37795,244231,201936,70806711,51088,11857,781360,237705,5232,18998,0,1.81
3488924,3475124,1615,119935,439,619559,1035099,53081907,43201,268157,222490,73045566,46949,10791,849244,259338,4929,22565,0,1.67
3474999,3485303,1795,92462,439,624977,1033081,57645770,44133,272704,210526,62012073,41650,9252,737675,231431,5847,24928,0,1.76
3725263,3728947,1863,101385,443,617746,1020181,62718286,39201,251125,202851,68328694,45770,11179,796681,243569,6017,19055,0,1.78
3474909,3507536,2071,101949,414,612215,937619,63264033,37810,254019,205616,71519878,44695,10638,812354,248472,6419,22732,0,1.82
3368284,3380493,1871,117650,449,577057,985209,55178657,33938,259914,220470,66523487,41659,10417,755287,248761,6474,21673,0,1.7
3542920,3533660,1759,115414,402,655054,937249,46122886,29858,235700,206066,65315422,43577,11116,770869,239502,7158,21809,0,1.83
3300675,3328636,1817,123424,389,621616,1022884,53481918,37090,265344,222812,72743208,46791,10831,851102,258141,6527,18922,0,1.75
3295907,3271109,1853,115382,338,549050,1097170,66530607,37205,300625,260138,81428348,47300,10735,976005,296224,6287,18310,0,1.63
3603631,3621373,1715,116226,364,515965,1037957,68602226,38857,307667,263084,82334537,47982,10863,987581,288757,6995,18320,0,1.7
3471733,3486102,1418,125556,338,545438,1115987,75856244,38781,289133,250226,85058708,36733,7554,969472,296966,5919,19865,5,1.61
3431550,3450795,1411,116100,414,609780,1153675,67630068,35963,323196,268819,77224306,39884,9518,957898,283759,6263,36699,5,1.65
3360464,3367584,1152,101345,410,644707,1139581,67430609,35072,324562,278756,84298186,38105,9177,938846,273422,6791,23318,0,1.73
3461013,3418010,1138,90908,414,578989,1003868,54022283,34665,290150,239805,69420005,41806,9069,838520,245118,5815,22632,0,1.79
3394715,3434713,1660,119993,401,499406,1134077,62315469,31086,273689,235378,67461509,36496,6850,816860,243754,4972,18518,0,1.75
3479914,3470830,1702,102454,388,617492,938343,65418708,36235,302873,257209,79149725,36343,6868,896632,254744,5215,15741,0,1.7
3465321,3474207,1401,114903,368,567558,1038556,64317466,32352,269893,227631,74342415,32775,6519,923462,281392,4803,17441,0,1.72
3353839,3407902,2125,108737,351,539304,1110920,60597178,31297,291387,249515,71621521,41102,8016,918841,273367,4827,18370,0,1.63
3154903,3169986,1606,107162,351,584559,1009521,64311463,34403,308951,275017,76935309,36386,7947,929263,279283,5184,27803,0,1.68
3260287,3292037,1594,99353,397,526001,1043766,47149877,31518,291124,255638,67171684,48396,7198,868184,270812,6396,31435,0,1.57
3536004,3514607,1895,119769,376,450206,1153856,59851665,32856,294208,239432,60406785,45916,5843,745641,232052,5356,26141,0,1.68
2874283,2903387,1787,116235,673,654832,1016328,65723728,37500,303521,259515,64867022,40797,5652,843521,260039,5623,27135,0,1.63
3318994,3266095,1786,110046,451,579648,1178206,71289851,33371,278052,238537,68041933,44369,6502,814486,248945,5657,36066,0,1.62
3687884,3648481,1594,97961,351,602233,994340,51773013,36034,281887,252780,65698981,35355,5221,794522,225044,6511,19653,0,1.77
2783618,2879109,1799,109594,309,535434,1181151,61720097,34300,275035,224779,55861090,32762,5521,656019,205202,6535,12687,0,1.51
3346830,3379327,1712,115822,414,571509,1176344,63159238,33231,309351,261234,67645288,45431,6839,815223,259616,5158,23637,0,1.64
3553402,3582776,2553,125478,330,479939,1177913,66623794,34420,323167,265244,59151582,42342,6396,751988,241905,5081,24518,0,1.6
2932067,2900679,1811,126373,367,526960,1165117,83221756,43984,336857,284023,70210710,48946,7641,851171,278928,6047,23043,0,1.58
2929040,2890440,2176,118648,318,449735,1107750,69663747,33353,285184,235952,65779021,47234,7867,819425,276182,5539,26058,0,1.54
3400609,3419798,1829,130655,427,612677,1217149,66828160,34377,317391,256388,65502443,49989,8107,827129,264900,8125,34482,0,1.5
3387970,3423265,1883,126451,397,585170,1161622,68661439,35121,326815,279115,67024402,45782,7697,820413,256357,6307,29110,0,1.53
3424231,3462461,1495,118714,473,601429,1169833,65530803,34596,313119,264028,59602831,41986,7324,808146,263073,5657,31116,0,1.5
3526335,3564749,2085,126632,351,562564,1212667,73177403,40558,313513,266079,59791018,49994,7843,839929,275602,6449,29315,0,1.48
3436445,3462894,2118,128921,397,545522,1240188,67582726,37031,299719,265586,63645125,51101,7341,795172,246078,6506,24745,0,1.51
3626260,3629845,1821,123749,339,525031,1228242,72254422,37454,339099,282053,60580128,32665,3875,774421,228975,4012,33981,0,1.52
3435625,3467280,1728,115287,581,617695,1113734,66570785,33747,331640,284627,63420358,33368,5133,791032,242627,6114,15061,0,1.58
3471087,3440925,1849,124078,531,566201,1133863,64304263,32926,320192,294916,69260888,32145,5409,886353,259766,7193,22601,0,1.56
3370911,3382138,1451,127110,372,581769,1193625,69225229,36824,335220,296346,71824729,36224,6186,933830,267168,5974,18058,0,1.56
3557035,3510066,1554,121532,410,627599,1128440,73812601,33718,331691,290959,70686966,36623,5723,930558,285101,6576,18104,0,1.52
3472433,3468736,1179,119169,514,619678,1147258,68463996,34338,321135,279932,69778379,36334,6186,909133,279039,7373,20687,0,1.56
3658776,3659254,1192,123005,422,552924,1099548,60854511,30453,303069,271464,64387957,30665,4079,807845,234229,4441,23966,0,1.61
3505220,3483249,1108,114326,397,601469,1091622,56870171,28021,296859,273661,63515942,34866,4654,815213,254489,6046,18533,0,1.61
2982347,3068391,1518,123424,640,618460,1098439,64005567,31798,292421,269404,65734055,33785,5463,900275,271849,5733,17606,0,1.53
3456655,3412803,1150,128099,364,553068,1110343,61645722,30289,294882,263288,65869332,38641,5794,885555,267241,6038,17372,0,1.58
3300674,3327241,1509,124039,401,584821,1050234,60979554,28904,301520,274524,63419349,39755,5866,838485,256236,5714,15056,0,1.66
3666593,3666426,1426,128611,451,586060,1128530,59724488,29495,281235,250014,59480952,34938,5327,883970,272447,5059,22654,0,1.59
3235646,3200095,1421,109281,401,586016,1088440,64306025,33317,299041,252906,62982063,43243,4654,772429,198206,4240,28983,0,1.77
3157811,3199871,1673,98968,363,672505,1051462,61322928,33145,300378,247812,56016852,36213,5314,782148,241391,4447,22864,0,1.69
3024998,3026784,1799,108008,401,564992,1032736,83584299,35031,298068,261413,61559947,34190,5767,808399,245516,3619,23666,0,1.82
3444769,3483548,1891,117725,510,502583,1177077,66641265,32337,301882,262140,65569621,31553,5143,856040,251894,4572,18187,0,1.56
3407253,3420031,1677,115655,380,521272,1132293,63092725,29004,300454,260896,60715239,35172,5339,776671,218809,2042,14656,0,1.61
3507729,3522141,1916,118169,422,528788,1106860,62271318,31756,309898,267950,62421900,33118,4677,805423,241823,1966,19322,0,1.6
3594768,3537926,1740,110950,313,586998,1068149,55994338,28534,296125,251730,57603997,40172,4739,751303,213006,4431,30918,0,1.58
3352756,3377613,1611,102857,368,523650,1103147,60692968,31511,292388,247466,54378253,33718,5238,727916,220366,2339,16987,0,1.68
3589469,3599986,2012,103044,364,455631,1085264,60564356,31223,278293,231324,53525915,28396,4904,723397,222692,2003,20013,0,1.61
3088411,3102631,1791,100522,351,517988,976268,53751188,28390,278611,240964,50703701,31172,4355,657307,178431,1566,18453,0,1.78
3005142,3033015,2130,104995,485,479246,1017771,57824963,30058,285272,249668,54519711,34618,4499,707622,205554,1827,19414,0,1.72
3155564,3195881,1987,114361,447,507414,1101995,63958121,32804,307479,272006,60141300,31665,5336,741125,215055,1787,18523,0,1.77
3043963,3011318,2631,106422,330,438283,1064167,66198593,31243,316055,264014,52997180,27941,4176,574174,165083,5024,20665,0,1.82
3371413,3415801,2482,108272,410,554976,1091660,63948452,28817,301038,271273,61811414,31673,5290,760202,206412,2695,21478,0,1.64
3408467,3438440,1946,107785,338,549984,1085710,52241328,29491,267864,230931,54633986,33250,4823,735779,205891,1330,17247,0,1.65
3136136,3201689,1870,97128,318,607589,1020001,46772629,27256,258310,235301,57059515,32036,4868,721228,207682,1656,23116,0,1.62
3288977,3334844,1736,106132,422,466551,1078727,59803444,34169,283697,244560,57678074,31176,4502,751889,199050,1460,13540,0,1.46
3376643,3419143,2149,112124,351,541921,1159949,65558931,33954,314120,278800,59865307,31723,5314,686308,178200,1844,15644,0,1.61
2717920,2765792,1946,114561,280,590666,1131666,69938355,36447,336435,295849,67436614,38608,5541,785870,229376,2239,26667,0,1.59
2700928,2799480,2039,106919,452,564804,1093328,60372286,30244,299113,272034,60417613,36438,5006,771682,205543,1015,24404,0,1.73
3215757,3279607,2081,111727,339,491793,1071392,56391670,31248,294921,272947,64941106,33965,5260,734402,192177,1160,22595,0,1.6
3301145,3337070,1914,108816,779,582496,1039900,60636194,28175,312977,279651,56789688,35152,4758,673803,188694,1366,23769,0,1.61
3142704,3130627,2202,102246,318,507760,1082829,67278166,28844,282584,249592,60083188,35298,4836,719801,214573,1664,25845,0,1.57
344,386,2452,32783,371944,847805,1041716,80128299,57663,300752,235431,71903380,65226,8803,760536,204610,1768,30917,0,1.13
2674944,2702428,958,106346,422,1088715,1068467,82070872,32026,292049,289828,73884183,43198,6188,906279,246701,2712,44013,0,1.6
2657943,2661114,1042,102239,418,1193824,995440,78188582,30392,283019,258653,63936021,28054,6784,749539,207042,2547,51808,0,1.53
2987872,3007309,1342,124636,435,1135416,1169466,72466623,78888,335357,257541,87328338,67520,9173,829168,213867,1400,26180,0,1.62
2656727,2706563,954,105637,372,928543,1053983,60840332,26440,290676,253627,55960632,31301,4878,805163,241651,2054,33749,0,1.67
2571349,2587679,941,91519,301,917648,1049645,66552675,27453,301035,274004,64606141,29505,4294,743402,189431,1560,31718,0,1.72
2902111,2934442,1313,124182,372,864926,1049815,64905794,28087,305007,275327,67486247,40211,5532,771429,198722,1391,26287,0,1.67
2882067,2848409,883,111663,343,838865,1075219,68429677,26191,296930,261897,61100642,29848,4513,758679,215480,1948,32128,0,1.6
2987791,2980376,1656,129066,401,1072016,1198102,79572841,56743,338904,265020,84979537,70744,8223,893686,227884,1682,30959,0,1.66
2743948,2723331,970,122947,368,691101,1076680,81932031,37394,320616,286555,73380886,26460,5061,827693,235843,2733,51926,0,1.57
3000178,3025056,891,109475,347,860623,1015224,65514536,27840,313208,290332,68337197,28575,4035,778274,196886,1956,33946,0,1.75
2942231,2941620,1206,118986,309,801900,1109175,70708654,25881,297663,276274,65975828,24461,5272,797368,207477,681,28588,0,1.68
2971841,2981977,1185,112687,372,930445,1048969,63514617,26258,278876,258396,62273761,35244,5710,796314,211639,1196,31847,0,1.68
2781935,2810031,1335,113313,339,822551,1105369,75322076,29648,336805,299799,71789982,35674,4745,858493,235103,1272,28380,0,1.69
2705225,2747133,1239,118971,360,707139,1179819,70267653,34375,322271,283585,68179910,26139,4785,832443,212595,914,30626,0,1.72
2787123,2780861,1297,112738,309,813031,1077411,70388447,47088,337244,285794,65983456,44954,6895,816611,224941,1199,27567,0,1.72
2880850,2896977,1683,136254,397,818895,1106790,69716273,34477,329422,295908,65574268,26887,5476,854221,238910,2506,46924,0,1.54
2551064,2604599,1189,115568,351,903581,1067745,66716352,31621,295573,277671,65700504,25078,4450,723037,194713,809,29042,0,1.75
2812072,2836352,962,108816,313,703191,1008127,59589013,28147,257858,234588,59456138,28654,6703,766916,215829,2201,28926,0,1.8
2600533,2632386,837,104943,343,782246,1035563,60131878,27439,266599,237480,59748472,25970,3497,721252,203701,1796,30251,0,1.7
2575795,2597852,1084,98776,389,863050,1015855,66677962,23594,262894,225590,54109813,26494,2743,676614,196665,707,30729,0,1.77
2450508,2474422,874,93212,426,831034,864476,56225265,27220,251304,219906,53757328,23379,3740,683367,185903,884,26159,0,1.84
2560765,2592175,1055,103171,305,805223,1019577,61588819,26979,283831,241848,57873222,34332,3906,729493,201310,799,31495,0,1.79
2609037,2629428,1059,106490,368,970451,993466,65287076,25561,298777,264970,62262141,34470,3937,749140,195084,534,27068,0,1.78
2574608,2594356,989,111141,381,882781,948017,61098805,31201,282713,249799,60571941,29429,6392,716257,206357,1416,29072,0,1.74
2647396,2659659,1305,109504,389,959791,1096475,68314985,25321,291634,263332,60892805,30675,3846,751069,202237,1510,20463,0,1.72
2678536,2674752,1390,102494,360,1093449,945717,78741861,47842,266299,214231,64923691,27900,3994,778360,224396,947,19600,0,1.73
